recno,ID,Ng,Name,RAJ2000,DEJ2000,zlambda,e_zlambda,lambda,e_lambda,S,zspec,ObjID,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zLum,PCen0,PCen1,PCen2,PCen3,PCen4,ID0,RA0deg,DE0deg,ID1,RA1deg,DE1deg,ID2,RA2deg,DE2deg,ID3,RA3deg,DE3deg,ID4,RA4deg,DE4deg,PZbin1,PZbin2,PZbin3,PZbin4,PZbin5,PZbin6,PZbin7,PZbin8,PZbin9,PZbin10,PZbin11,PZbin12,PZbin13,PZbin14,PZbin15,PZbin16,PZbin17,PZbin18,PZbin19,PZbin20,PZbin21,PZ1,PZ2,PZ3,PZ4,PZ5,PZ6,PZ7,PZ8,PZ9,PZ10,PZ11,PZ12,PZ13,PZ14,PZ15,PZ16,PZ17,PZ18,PZ19,PZ20,PZ21
527,881,38,"RMJ003537.4-440613.4",8.905939,-44.103731,0.2854,0.0185,25.38,2.58,1.051,0.272,2970685084,19.6931,0.0053,18.2164,0.0017,17.7356,0.0016,17.4399,0.0017,15.6017,0.92,0.046,0.0242,0.0073,0.00234,2970685084,8.905939,-44.103729,2970686529,8.91568,-44.085514,2970684191,8.888303,-44.104633,2970686627,8.926935,-44.083397,2970683792,8.903194,-44.111809,0.1569,0.1697,0.1826,0.1954,0.2083,0.2211,0.234,0.2468,0.2597,0.2726,0.2854,0.2983,0.3111,0.324,0.3368,0.3497,0.3625,0.3754,0.3882,0.4011,0.414,7.21E-22,5.67E-16,2.12E-11,7.81E-8,4.27E-5,0.00512,0.155,1.64,7.41,17.0,21.6,17.1,8.95,3.23,0.854,0.17,0.0265,0.00329,3.58E-4,3.37E-5,2.59E-6
760,1306,68,"RMJ004008.6-430417.8",10.035933,-43.071602,0.6783,0.0177,28.64,2.94,1.005,,2970301766,22.486,0.0466,20.6774,0.0114,19.6479,0.0063,19.1932,0.0054,22.6878,0.995,0.00225,0.00169,4.39E-4,3.06E-4,2970301766,10.035933,-43.071602,2970301667,10.028802,-43.077408,2970301971,10.043015,-43.065716,2970301726,10.026402,-43.074265,2970301853,10.035823,-43.070969,0.5552,0.5675,0.5798,0.5921,0.6044,0.6167,0.629,0.6414,0.6537,0.666,0.6783,0.6906,0.7029,0.7152,0.7275,0.7398,0.7521,0.7644,0.7767,0.789,0.8013,4.27E-21,1.66E-14,2.08E-9,8.33E-6,0.00183,0.0564,0.554,2.67,8.19,17.4,22.7,17.6,8.54,2.89,0.807,0.209,0.0517,0.0105,0.00135,8.62E-5,2.5E-6
1007,1868,44,"RMJ003626.4-432711.3",9.109958,-43.453131,0.3969,0.0154,23.46,2.7,1.029,0.3965,2970779384,20.98,0.0106,19.2398,0.0024,18.6564,0.0021,18.336,0.0021,19.2243,0.827,0.141,0.0282,0.00267,0.00101,2970779384,9.109958,-43.453133,2970773686,9.119422,-43.475433,2970777993,9.110507,-43.454609,2970785771,9.10516,-43.457996,2970773880,9.106866,-43.46489,0.3212,0.3288,0.3364,0.3439,0.3515,0.3591,0.3667,0.3742,0.3818,0.3894,0.3969,0.4045,0.4121,0.4197,0.4272,0.4348,0.4424,0.4499,0.4575,0.4651,0.4727,1.55E-10,3.99E-8,4.39E-6,2.34E-4,0.00675,0.107,0.979,4.91,13.7,23.0,26.1,23.1,18.0,12.2,6.69,2.64,0.66,0.0953,0.00669,2.14E-4,3.17E-6
172,274,64,"RMJ003427.4-431859.6",8.614189,-43.316563,0.3926,0.0095,49.49,5.12,1.182,0.3951,2971165927,19.8281,0.0086,18.0983,0.0017,17.5461,0.0017,17.2173,0.0017,28.8997,0.998,0.001,6.76E-4,2.15E-5,2.29E-6,2971165927,8.614189,-43.316563,2971165509,8.611438,-43.315216,2971165129,8.620313,-43.316154,2971164462,8.604827,-43.320042,2971164978,8.609846,-43.316502,0.3337,0.3396,0.3455,0.3513,0.3572,0.3631,0.369,0.3749,0.3808,0.3867,0.3926,0.3985,0.4044,0.4102,0.4161,0.422,0.4279,0.4338,0.4397,0.4456,0.4515,4.45E-8,1.61E-6,4.17E-5,8.66E-4,0.0147,0.167,1.27,6.27,18.7,34.8,41.9,34.1,20.0,8.79,3.08,0.844,0.169,0.0248,0.00245,1.44E-4,5.31E-6
310,489,43,"RMJ003346.4-431731.1",8.443268,-43.291959,0.2141,0.005,29.14,2.92,1.078,0.223,2971170409,18.3085,0.0029,17.0274,9.0E-4,16.6049,0.001,16.2885,0.001,15.716,0.985,0.0147,1.15E-4,7.24E-5,6.31E-6,2971170409,8.443268,-43.291958,2971171063,8.436579,-43.274426,2971168427,8.450619,-43.290154,2971171135,8.440258,-43.272488,2971169339,8.46297,-43.283524,0.1813,0.1846,0.1879,0.1912,0.1944,0.1977,0.201,0.2043,0.2075,0.2108,0.2141,0.2174,0.2206,0.2239,0.2272,0.2305,0.2337,0.237,0.2403,0.2436,0.2468,2.82E-12,3.29E-9,1.21E-6,1.61E-4,0.00745,0.177,1.99,11.6,35.7,67.8,79.7,60.8,32.4,12.0,3.23,0.658,0.112,0.0142,0.00149,1.3E-4,9.75E-6
1248,2896,42,"RMJ003006.7-432755.1",7.528025,-43.465306,0.7205,0.0241,21.17,2.68,1.057,,2970950515,22.8797,0.0567,21.0935,0.0103,20.0425,0.0065,19.6089,0.006,13.5,0.822,0.169,0.00428,0.00414,6.22E-5,2970950515,7.528025,-43.465305,2970950618,7.529564,-43.465183,2970950517,7.544215,-43.465515,2970950284,7.528606,-43.465015,2970951910,7.534725,-43.453274,0.6169,0.6273,0.6376,0.648,0.6583,0.6687,0.679,0.6894,0.6997,0.7101,0.7205,0.7308,0.7412,0.7515,0.7619,0.7722,0.7826,0.7929,0.8033,0.8136,0.824,5.69E-4,0.00431,0.0248,0.119,0.482,1.55,3.9,7.62,11.8,15.1,16.4,15.3,12.0,7.56,3.46,1.03,0.187,0.0205,0.0014,6.45E-5,2.16E-6
238,370,56,"RMJ002839.9-421824.3",7.16643,-42.306743,0.4586,0.01,35.7,2.93,1.044,,2970339672,20.1271,0.0131,18.2913,0.0022,17.6338,0.002,17.2427,0.0019,26.5478,0.619,0.381,1.2E-4,1.64E-5,1.47E-5,2970339672,7.16643,-42.306744,2970341430,7.183327,-42.284138,2970338700,7.160724,-42.305687,2970341073,7.189614,-42.277981,2970340408,7.180693,-42.287487,0.4051,0.4104,0.4158,0.4211,0.4265,0.4319,0.4372,0.4426,0.4479,0.4533,0.4586,0.464,0.4694,0.4747,0.4801,0.4854,0.4908,0.4962,0.5015,0.5069,0.5122,9.63E-4,0.00551,0.0284,0.13,0.514,1.74,4.95,11.6,22.3,34.1,40.0,35.0,22.3,9.93,3.18,0.725,0.118,0.014,0.00123,8.17E-5,4.2E-6
1231,2811,55,"RMJ033840.0-295543.0",54.666724,-29.928601,0.8084,0.0161,24.14,3.18,1.114,0.82237,2939373591,23.6674,0.0943,21.9257,0.0257,20.7353,0.0128,20.1492,0.0092,12.562,0.936,0.064,2.98E-4,3.26E-5,7.27E-6,2939373591,54.666725,-29.9286,2939373835,54.670296,-29.924379,2939372981,54.661655,-29.934357,2939373216,54.663673,-29.930902,2939373456,54.667179,-29.927925,0.7222,0.7308,0.7394,0.7481,0.7567,0.7653,0.7739,0.7825,0.7912,0.7998,0.8084,0.817,0.8256,0.8343,0.8429,0.8515,0.8601,0.8687,0.8774,0.886,0.8946,1.74E-4,9.9E-4,0.00584,0.0336,0.177,0.761,2.61,6.99,14.1,21.4,24.7,21.5,14.1,6.69,2.34,0.584,0.1,0.0123,0.00105,5.91E-5,2.42E-6
254,404,52,"RMJ033521.5-293640.6",53.839659,-29.611281,0.2952,0.0181,31.58,2.59,1.027,0.3,2939272266,19.3487,0.0047,17.8605,0.0015,17.3719,0.0014,17.0466,0.0013,22.6901,0.994,0.00175,0.00149,0.00126,0.0012,2939272266,53.839661,-29.61128,2940215776,53.860371,-29.607731,2940217102,53.848286,-29.592058,2940216528,53.846172,-29.600189,2940215952,53.863735,-29.605221,0.1497,0.1642,0.1788,0.1933,0.2079,0.2224,0.237,0.2516,0.2661,0.2807,0.2952,0.3098,0.3244,0.3389,0.3535,0.368,0.3826,0.3971,0.4117,0.4263,0.4408,4.01E-25,1.29E-18,1.66E-13,2.04E-9,2.72E-6,7.22E-4,0.045,0.811,5.59,16.2,22.2,15.9,6.51,1.63,0.282,0.0398,0.00486,5.97E-4,8.42E-5,1.38E-5,2.79E-6
676,1145,60,"RMJ034010.3-292722.2",55.0431,-29.456171,0.586,0.0083,29.66,3.58,1.053,,2939656243,21.658,0.023,19.9677,0.0055,19.0666,0.0039,18.6322,0.003,17.8458,0.845,0.13,0.0127,0.00776,0.0045,2939656243,55.043098,-29.456171,2939657947,55.036854,-29.438969,2939656023,55.037804,-29.452993,2939658562,55.045944,-29.429686,2939657785,55.039963,-29.439415,0.5159,0.5229,0.5299,0.5369,0.5439,0.5509,0.558,0.565,0.572,0.579,0.586,0.593,0.6,0.607,0.614,0.621,0.628,0.635,0.642,0.649,0.656,2.91E-17,7.85E-14,8.37E-11,4.57E-8,1.05E-5,0.00123,0.0635,1.27,10.5,34.0,48.6,33.2,12.8,3.2,0.62,0.107,0.0167,0.00253,3.51E-4,4.51E-5,5.37E-6
646,1086,44,"RMJ034011.8-290925.5",55.048965,-29.157086,0.5836,0.0098,22.03,2.39,1.001,,2939685151,22.0454,0.0257,20.271,0.0068,19.3768,0.0043,18.9703,0.0037,13.9203,0.8,0.181,0.0162,0.00164,4.32E-4,2939685151,55.048965,-29.157085,2939685483,55.049599,-29.154831,2939684751,55.044846,-29.157621,2939685056,55.058067,-29.154806,2939684487,55.049961,-29.159355,0.4945,0.5034,0.5123,0.5212,0.5301,0.539,0.548,0.5569,0.5658,0.5747,0.5836,0.5925,0.6014,0.6104,0.6193,0.6282,0.6371,0.646,0.6549,0.6638,0.6728,3.37E-20,3.97E-16,1.61E-12,2.06E-9,1.01E-6,1.98E-4,0.0167,0.537,6.39,26.6,41.1,26.9,9.39,2.26,0.465,0.0876,0.0161,0.00277,4.2E-4,5.02E-5,4.68E-6
1019,1896,44,"RMJ034049.9-290405.2",55.208117,-29.068115,0.3301,0.0178,23.24,2.86,1.042,,2939694188,19.9873,0.0069,18.3813,0.0021,17.8403,0.0019,17.5191,0.0018,16.5561,0.959,0.0361,0.00351,0.00127,2.55E-4,2939694188,55.208118,-29.068115,2939692595,55.197716,-29.076878,2939691595,55.228447,-29.082041,2939692967,55.211617,-29.073271,2939692994,55.216812,-29.075094,0.2171,0.2284,0.2397,0.251,0.2623,0.2736,0.2849,0.2962,0.3075,0.3188,0.3301,0.3415,0.3528,0.3641,0.3754,0.3867,0.398,0.4093,0.4206,0.4319,0.4432,1.19E-12,1.28E-9,4.06E-7,4.88E-5,0.00224,0.0473,0.505,2.9,9.54,18.4,22.4,18.4,10.5,4.34,1.29,0.268,0.0382,0.00412,3.55E-4,2.82E-5,2.49E-6
1199,2616,59,"RMJ033759.6-292840.9",54.498298,-29.47803,0.8851,0.0149,22.17,3.03,1.03,0.88179,2940227938,23.0743,0.0462,21.7436,0.0175,20.649,0.0094,20.0717,0.007,18.8622,0.619,0.235,0.123,0.0159,0.00719,2940227938,54.498299,-29.478029,2940229416,54.491596,-29.464624,2940226993,54.500359,-29.486565,2940228661,54.491978,-29.47139,2940228871,54.504719,-29.468616,0.7977,0.8064,0.8152,0.8239,0.8327,0.8414,0.8502,0.8589,0.8676,0.8764,0.8851,0.8939,0.9026,0.9113,0.9201,0.9288,0.9376,0.9463,0.9551,0.9638,0.9725,5.22E-7,1.48E-5,3.02E-4,0.0044,0.045,0.321,1.6,5.52,13.3,22.5,26.8,22.5,13.5,5.97,1.88,0.434,0.0737,0.0093,8.8E-4,6.3E-5,3.44E-6
1037,1966,38,"RMJ033735.2-291107.3",54.396754,-29.185374,0.6572,0.0182,22.78,2.39,1.006,0.65393,2940257636,22.8249,0.0496,20.8508,0.0107,19.7988,0.0061,19.3575,0.0052,18.6809,0.491,0.462,0.0379,0.00831,3.96E-4,2940257636,54.396755,-29.185373,2940257796,54.394825,-29.184565,2940257713,54.3913,-29.184435,2940257482,54.401497,-29.185778,2940257648,54.378227,-29.183969,0.5441,0.5554,0.5667,0.578,0.5893,0.6006,0.6119,0.6232,0.6345,0.6459,0.6572,0.6685,0.6798,0.6911,0.7024,0.7137,0.725,0.7363,0.7476,0.7589,0.7703,6.45E-24,3.16E-17,1.19E-11,2.31E-7,3.08E-4,0.0363,0.671,3.77,10.5,18.2,21.9,18.3,10.1,3.77,0.997,0.209,0.038,0.00599,7.28E-4,5.87E-5,2.47E-6
1053,2015,67,"RMJ033926.3-290413.5",54.859738,-29.070424,0.8525,0.0134,30.49,3.84,1.127,,2939692904,23.8854,0.115,21.9445,0.0256,20.6861,0.0117,20.061,0.0083,23.9589,0.64,0.187,0.147,0.0146,0.0121,2939692904,54.859737,-29.070423,2939693673,54.862938,-29.063194,2939692389,54.865452,-29.073404,2939692267,54.855209,-29.074583,2939694127,54.855717,-29.059408,0.7757,0.7833,0.791,0.7987,0.8064,0.8141,0.8217,0.8294,0.8371,0.8448,0.8525,0.8601,0.8678,0.8755,0.8832,0.8909,0.8985,0.9062,0.9139,0.9216,0.9293,7.09E-6,1.09E-4,0.00138,0.0129,0.0963,0.542,2.21,6.85,15.5,25.1,29.8,25.3,15.5,6.78,2.11,0.49,0.0792,0.00973,8.3E-4,5.17E-5,2.54E-6
264,420,70,"RMJ034012.4-290346.1",55.051648,-29.062795,0.591,0.0077,37.41,2.87,1.004,0.59126,2939694059,21.7995,0.0222,19.9975,0.0058,19.0543,0.0035,18.6261,0.0029,28.0578,0.886,0.0991,0.0136,0.0018,2.23E-5,2939694059,55.051647,-29.062796,2939693576,55.05294,-29.067171,2939694208,55.043816,-29.059862,2939693541,55.064236,-29.064283,2939695409,55.054733,-29.047188,0.5243,0.531,0.5377,0.5443,0.551,0.5577,0.5643,0.571,0.5777,0.5843,0.591,0.5977,0.6043,0.611,0.6177,0.6243,0.631,0.6377,0.6443,0.651,0.6577,1.28E-21,3.03E-17,2.46E-13,7.98E-10,7.84E-7,2.85E-4,0.0293,0.985,10.0,36.0,52.0,35.1,13.1,3.42,0.687,0.123,0.0202,0.00295,4.1E-4,4.95E-5,5.35E-6
1115,2227,38,"RMJ033949.0-290015.5",54.954203,-29.004318,0.6062,0.014,21.7,2.43,1.018,,2939700634,22.9339,0.0578,21.0806,0.0141,20.1161,0.0085,19.7034,0.0073,13.623,0.789,0.123,0.0505,0.0311,0.00643,2939700634,54.954205,-29.004318,2939700348,54.956417,-29.005899,2939701202,54.953457,-28.996454,2939699781,54.962223,-29.00769,2939701491,54.951111,-28.994574,0.497,0.5079,0.5188,0.5298,0.5407,0.5516,0.5625,0.5734,0.5844,0.5953,0.6062,0.6171,0.628,0.639,0.6499,0.6608,0.6717,0.6826,0.6936,0.7045,0.7154,5.11E-33,4.34E-26,3.82E-20,6.08E-15,1.61E-10,9.27E-7,9.56E-4,0.162,4.0,19.5,28.6,21.3,11.4,4.84,1.67,0.421,0.0726,0.00846,7.4E-4,5.18E-5,3.42E-6
1080,2101,44,"RMJ033946.7-285538.6",54.944534,-28.927392,0.5821,0.0135,21.58,2.81,1.028,,2939708264,22.7194,0.2706,21.1106,0.0512,20.1634,0.0227,19.7394,0.0234,10.6139,0.947,0.0411,0.0109,6.43E-4,4.71E-4,2939708264,54.944534,-28.927391,2939708212,54.944729,-28.928757,2939708343,54.943645,-28.925222,2939708289,54.938416,-28.926603,2939708630,54.958431,-28.916939,0.4445,0.4583,0.472,0.4858,0.4995,0.5133,0.5271,0.5408,0.5546,0.5684,0.5821,0.5959,0.6097,0.6234,0.6372,0.651,0.6647,0.6785,0.6923,0.706,0.7198,2.86E-22,5.39E-18,6.55E-14,2.32E-10,1.97E-7,4.5E-5,0.00369,0.141,2.49,16.4,30.0,17.9,5.64,1.53,0.418,0.105,0.0194,0.00253,2.63E-4,2.69E-5,3.31E-6
62,99,119,"RMJ034007.2-285039.8",55.029953,-28.844377,0.3439,0.0141,69.59,4.83,1.047,,2939737627,20.2376,0.0063,18.6843,0.002,18.161,0.0019,17.8538,0.0017,43.1633,0.439,0.437,0.124,3.84E-5,8.14E-6,2939737627,55.029953,-28.844378,2939736845,55.030396,-28.843977,2939739795,55.034325,-28.848213,2939737230,55.029697,-28.84341,2939737604,55.021248,-28.839878,0.2689,0.2764,0.2839,0.2914,0.2989,0.3064,0.3139,0.3214,0.3289,0.3364,0.3439,0.3514,0.3589,0.3664,0.3739,0.3814,0.3889,0.3964,0.4039,0.4114,0.4189,4.97E-7,2.15E-5,5.97E-4,0.00979,0.0986,0.606,2.61,7.74,16.0,24.7,28.4,24.7,16.5,8.18,2.96,0.759,0.141,0.0169,0.00136,7.35E-5,3.0E-6
384,618,52,"RMJ033527.8-291816.6",53.865702,-29.304622,0.5426,0.0099,30.96,2.7,1.016,,2940246152,21.9733,0.0269,20.1581,0.0065,19.3303,0.0045,18.9254,0.004,21.6653,0.674,0.313,0.0103,0.00226,5.44E-4,2940246152,53.865704,-29.304623,2940245230,53.856506,-29.314789,2940244055,53.86095,-29.32213,2940246532,53.851345,-29.298845,2940243440,53.858624,-29.328621,0.4855,0.4912,0.4969,0.5026,0.5083,0.514,0.5198,0.5255,0.5312,0.5369,0.5426,0.5483,0.554,0.5597,0.5654,0.5711,0.5769,0.5826,0.5883,0.594,0.5997,9.54E-7,2.95E-5,6.16E-4,0.00822,0.0813,0.557,2.66,8.87,20.8,34.4,40.4,34.2,20.7,9.02,2.82,0.634,0.104,0.0134,0.00125,9.09E-5,5.41E-6
837,1472,53,"RMJ033503.3-291557.7",53.763786,-29.266028,0.6184,0.0138,32.28,3.84,1.082,0.6,2940250425,22.0321,0.0383,20.115,0.0081,19.1382,0.0048,18.711,0.0041,24.8741,0.773,0.22,0.00356,0.00274,5.71E-4,2940250425,53.763786,-29.266027,2940250540,53.777786,-29.258497,2940250488,53.776245,-29.259638,2940250128,53.767918,-29.266453,2940250091,53.764202,-29.264828,0.5215,0.5312,0.5409,0.5506,0.5603,0.5699,0.5796,0.5893,0.599,0.6087,0.6184,0.6281,0.6377,0.6474,0.6571,0.6668,0.6765,0.6862,0.6959,0.7055,0.7152,5.84E-31,2.54E-24,1.91E-18,2.63E-13,6.66E-9,2.43E-5,0.011,0.691,7.47,22.3,28.9,22.9,13.1,5.71,1.87,0.431,0.0689,0.00786,6.84E-4,5.0E-5,3.46E-6
736,1264,47,"RMJ033906.2-283952.0",54.775641,-28.664458,0.3385,0.0165,25.87,2.56,1.003,0.33777,2939776850,19.7062,0.0065,18.1634,0.0021,17.654,0.0024,17.3362,0.0018,21.084,0.962,0.0183,0.0129,0.0066,8.58E-5,2939776850,54.775642,-28.664457,2939775710,54.781597,-28.661142,2939773920,54.775753,-28.666931,2939775342,54.771919,-28.663403,2939767464,54.802429,-28.703829,0.2394,0.2494,0.2593,0.2692,0.2791,0.289,0.2989,0.3088,0.3187,0.3286,0.3385,0.3484,0.3583,0.3682,0.3781,0.388,0.3979,0.4079,0.4178,0.4277,0.4376,9.48E-11,3.22E-8,4.64E-6,2.7E-4,0.00798,0.115,0.911,4.22,11.5,20.4,24.2,20.2,12.2,5.34,1.6,0.341,0.0489,0.00529,4.55E-4,3.37E-5,2.76E-6
398,644,93,"RMJ033736.3-283720.4",54.401171,-28.622323,0.8719,0.0135,38.16,3.59,1.061,,2939784471,23.5426,0.0895,21.6934,0.0206,20.4974,0.0101,19.8592,0.0071,27.3009,0.673,0.295,0.0159,0.00967,0.00626,2939784471,54.401173,-28.622322,2939783730,54.411434,-28.623512,2939784803,54.398762,-28.619324,2939786010,54.41095,-28.615215,2939783486,54.409927,-28.6243,0.7956,0.8032,0.8108,0.8185,0.8261,0.8337,0.8414,0.849,0.8566,0.8643,0.8719,0.8795,0.8872,0.8948,0.9024,0.9101,0.9177,0.9253,0.933,0.9406,0.9482,3.64E-6,7.11E-5,0.00104,0.0113,0.0902,0.528,2.25,6.96,15.6,25.3,29.7,25.2,15.6,7.0,2.3,0.555,0.0988,0.0131,0.00129,9.49E-5,5.28E-6
444,726,58,"RMJ033820.1-283113.5",54.583714,-28.520423,0.4096,0.0106,31.92,2.81,1.007,,2939805256,21.2561,0.0115,19.5179,0.003,18.9506,0.0028,18.6042,0.0024,20.7805,0.466,0.433,0.0786,0.0195,0.00283,2939805256,54.583714,-28.520424,2939806575,54.590469,-28.515768,2939805487,54.584808,-28.520069,2939793180,54.573681,-28.577642,2939805748,54.587082,-28.519735,0.3523,0.358,0.3637,0.3695,0.3752,0.381,0.3867,0.3924,0.3982,0.4039,0.4096,0.4154,0.4211,0.4269,0.4326,0.4383,0.4441,0.4498,0.4555,0.4613,0.467,2.83E-6,5.4E-5,9.06E-4,0.0112,0.106,0.674,3.07,9.47,20.9,32.6,37.5,32.6,21.5,10.8,3.89,1.03,0.184,0.0235,0.00193,1.03E-4,3.71E-6
236,367,68,"RMJ033359.2-283810.6",53.496674,-28.636268,0.6299,0.0103,43.94,3.35,1.025,0.67,2940683398,22.331,0.0252,20.3343,0.004,19.218,0.0019,18.7525,0.0014,38.2759,0.907,0.0888,0.0039,3.01E-4,1.05E-4,2940683398,53.496674,-28.636269,2940683375,53.496906,-28.634642,2940682018,53.501259,-28.649277,2940683002,53.499752,-28.635839,2940683737,53.499786,-28.630413,0.5627,0.5694,0.5762,0.5829,0.5896,0.5963,0.6031,0.6098,0.6165,0.6232,0.6299,0.6367,0.6434,0.6501,0.6568,0.6636,0.6703,0.677,0.6837,0.6905,0.6972,4.93E-23,4.03E-17,3.36E-12,3.12E-8,3.81E-5,0.00756,0.297,3.44,15.0,31.6,38.6,31.2,18.0,7.72,2.51,0.614,0.11,0.0146,0.00135,9.2E-5,4.71E-6
1029,1925,59,"RMJ033242.4-283849.9",53.176787,-28.647183,0.7345,0.0283,26.17,3.13,1.036,,2940681071,24.269,0.3495,21.6957,0.1163,20.7145,0.0264,20.2186,0.0071,14.2263,0.934,0.041,0.0195,0.00318,0.00255,2940681071,53.176788,-28.647182,2940680112,53.182632,-28.653324,2940681486,53.187157,-28.644966,2940680950,53.175831,-28.648972,2940679517,53.172356,-28.657885,0.6285,0.6391,0.6497,0.6603,0.6709,0.6815,0.6921,0.7027,0.7133,0.7239,0.7345,0.7451,0.7557,0.7663,0.7769,0.7875,0.7981,0.8087,0.8193,0.8299,0.8405,0.0184,0.0691,0.235,0.717,1.82,3.8,6.51,9.28,11.5,13.2,13.9,13.2,10.6,6.24,2.47,0.624,0.1,0.0106,8.26E-4,4.56E-5,1.6E-6
103,165,87,"RMJ032931.2-282008.8",52.380134,-28.335783,0.6764,0.0133,53.23,3.62,1.016,,2940548065,20.9258,0.0064,19.4081,0.0017,18.465,9.0E-4,18.0519,7.0E-4,49.8376,0.56,0.372,0.0432,0.0172,0.00783,2940548065,52.380135,-28.335783,2940549190,52.369633,-28.327629,2940548840,52.374226,-28.327856,2940548649,52.373459,-28.327759,2940549706,52.374237,-28.32222,0.5953,0.6034,0.6115,0.6196,0.6277,0.6358,0.6439,0.6521,0.6602,0.6683,0.6764,0.6845,0.6926,0.7007,0.7088,0.7169,0.7251,0.7332,0.7413,0.7494,0.7575,2.34E-7,1.29E-5,3.47E-4,0.0055,0.0523,0.34,1.59,5.61,14.0,24.7,30.1,25.0,14.3,5.72,1.66,0.35,0.059,0.0078,8.02E-4,6.29E-5,3.47E-6
174,276,97,"RMJ033414.2-282436.5",53.559161,-28.410126,0.6687,0.0123,56.85,4.48,1.054,,2939932110,23.2621,0.0501,21.4426,0.0082,20.3643,0.004,19.9146,0.0029,47.9445,0.561,0.25,0.0863,0.0567,0.0468,2939932110,53.559162,-28.410126,2939932120,53.562283,-28.410887,2940715147,53.547787,-28.408802,2939930223,53.571274,-28.417482,2939930075,53.571823,-28.417131,0.5905,0.5983,0.6062,0.614,0.6218,0.6296,0.6374,0.6452,0.653,0.6609,0.6687,0.6765,0.6843,0.6921,0.6999,0.7077,0.7156,0.7234,0.7312,0.739,0.7468,8.46E-10,2.98E-7,3.28E-5,0.00126,0.0237,0.23,1.39,5.37,14.4,26.3,32.4,26.5,14.6,5.33,1.39,0.259,0.0385,0.00458,4.96E-4,4.69E-5,4.27E-6
171,273,67,"RMJ033350.9-272151.3",53.462152,-27.36426,0.5831,0.0075,39.68,3.03,1.002,,2939582991,22.0831,0.0264,20.296,0.0069,19.3686,0.0044,18.9473,0.004,23.4758,0.961,0.0129,0.0112,0.00794,0.00707,2939582991,53.462151,-27.36426,2939583586,53.464928,-27.355858,2939584995,53.466244,-27.342133,2939583620,53.47097,-27.355453,2939583538,53.467747,-27.356976,0.5227,0.5288,0.5348,0.5408,0.5469,0.5529,0.559,0.565,0.571,0.5771,0.5831,0.5892,0.5952,0.6012,0.6073,0.6133,0.6194,0.6254,0.6314,0.6375,0.6435,5.93E-16,1.05E-12,7.74E-10,2.75E-7,5.12E-5,0.00397,0.146,2.14,13.6,39.5,53.5,37.7,15.0,3.97,0.775,0.123,0.0184,0.00253,3.53E-4,4.81E-5,6.1E-6
530,888,87,"RMJ033322.0-271221.8",53.341784,-27.206049,0.8557,0.0135,37.54,3.39,0.999,0.86298,2940444941,24.3593,0.2354,22.1162,0.0386,20.884,0.0177,20.2231,0.012,19.7564,0.949,0.0365,0.0135,4.49E-4,1.66E-4,2940444941,53.341785,-27.206049,2940443916,53.326229,-27.209976,2940443876,53.323349,-27.211769,2940444906,53.342251,-27.204905,2940443811,53.344814,-27.210585,0.7806,0.7881,0.7956,0.8031,0.8106,0.8181,0.8257,0.8332,0.8407,0.8482,0.8557,0.8633,0.8708,0.8783,0.8858,0.8933,0.9008,0.9084,0.9159,0.9234,0.9309,1.71E-5,2.27E-4,0.00239,0.0199,0.129,0.667,2.53,7.29,15.7,25.1,29.7,25.5,16.0,7.32,2.44,0.572,0.101,0.013,0.00124,8.73E-5,4.26E-6
1373,5434,47,"RMJ033055.9-270915.1",52.732711,-27.154182,0.7795,0.0154,22.93,3.67,1.117,,2940452469,22.9078,0.0423,21.3359,0.0105,20.2076,0.0046,19.7228,0.0032,11.9137,0.982,0.00963,0.00575,0.00228,4.8E-4,2940452469,52.732712,-27.154182,2940451995,52.715729,-27.154272,2940451181,52.722446,-27.158644,2940451311,52.720764,-27.158552,2940450763,52.721886,-27.161562,0.6962,0.7045,0.7128,0.7212,0.7295,0.7378,0.7462,0.7545,0.7629,0.7712,0.7795,0.7879,0.7962,0.8046,0.8129,0.8212,0.8296,0.8379,0.8463,0.8546,0.8629,0.0042,0.0127,0.0394,0.12,0.366,1.1,3.01,7.3,14.3,22.1,25.8,22.4,14.2,6.48,2.18,0.521,0.0924,0.0118,0.00102,6.41E-5,2.64E-6
859,1527,39,"RMJ034108.7-284627.4",55.286213,-28.774285,0.5891,0.0105,21.38,2.11,1.01,0.58376,2940044852,21.3431,0.0219,19.5859,0.0057,18.7015,0.0039,18.2819,0.0033,14.8937,0.983,0.0145,0.00249,4.83E-5,2.03E-5,2940044852,55.286213,-28.774284,2940044444,55.30117,-28.781607,2940044787,55.277706,-28.77002,2940044982,55.275375,-28.756313,2940044379,55.273411,-28.782381,0.4899,0.4998,0.5097,0.5197,0.5296,0.5395,0.5494,0.5594,0.5693,0.5792,0.5891,0.599,0.609,0.6189,0.6288,0.6387,0.6486,0.6586,0.6685,0.6784,0.6883,2.68E-25,3.76E-20,9.72E-16,7.3E-12,1.63E-8,1.17E-5,0.00262,0.201,4.24,23.4,38.3,24.5,8.65,2.35,0.583,0.134,0.028,0.00488,6.52E-4,6.36E-5,4.85E-6
