recno,ACO,RAB1950,DEB1950,Field,Xcen,Ycen,Atype,BMtype,Count,u_Count,m1,u_m1,m3,u_m3,m10,u_m10,Prev,Xpos,Ypos,GLON,GLAT,z,u_z,Rich,Dclass,m10A,NF_1,Obs_1,NF_2,Obs_2,NF_3,Obs_3,_RA_icrs,_DE_icrs
1122,3834,330.65,-47.76666666666666,"F237",23,122,"I  ","III",154,?,16.8,?,17.4,:,18.2, ,"B",141,286,349.34,-51.9,, ,3,6,17.3,2,C,, ,, ,331.4385977777777,-47.52300472222222
1119,3831,330.04999999999995,-46.06666666666666,"F288",36,-55,"RI ","III",81, ,17.9, ,18.1, ,19.0, ," ",128,109,352.17,-51.97,0.065,),2,6,17.3,1,C,, ,, ,330.83270611111107,-45.824438333333326
1080,3792,323.67499999999995,-47.61666666666666,"F236",39,129,"I  ","III",81, ,17.7, ,17.9, ,18.6, ," ",125,293,351.3,-47.38,, ,2,6,17.3,1,C,, ,, ,324.49401527777775,-47.39113777777777
1086,3798,324.17499999999995,-47.33333333333333,"F287",77,-125,"R  ","III",37, ,17.6, ,18.5, ,19.2, ,"Q",87,39,351.62,-47.77,, ,0,6,17.4,1,O,1,C,, ,324.9901244444444,-47.10639305555555
1106,3818,327.04999999999995,-48.283333333333324,"F237",-107,92,"R  ","II-III",118, ,16.7,:,16.9,:,18.2, ," ",271,256,349.58,-49.45,, ,2,6,17.3,1,C,, ,, ,327.8580788888888,-48.04859222222222
1099,3811,326.12499999999994,-47.33333333333333,"F288",-107,-126,"RI ","II?",70, ,18.1,?,18.9, ,19.6, ,"Q",271,38,351.22,-49.06,, ,1,6,17.4,1,C,, ,, ,326.93168027777773,-47.10104416666666
1090,3802,325.62499999999994,-46.24999999999999,"F288",-128,-68,"IR:","III",58, ,15.7,?,17.3,:,18.0, ," ",292,96,352.94,-48.94,, ,1,6,17.3,1,C,1,O,, ,326.42762611111107,-46.0190661111111
1109,3821,327.49999999999994,-44.23333333333333,"F288",-60,42,"RI ","II-III",75, ,16.9, ,17.2, ,17.8, ,"D",224,206,355.64,-50.61,, ,1,5,17.2,1,C,, ,, ,328.2842333333333,-43.99745666666666
1088,3800,324.62499999999994,-44.58333333333333,"F287",99,22,"I  ","III",48, ,16.8, ,17.1, ,18.0, ," ",65,186,355.61,-48.52,, ,0,6,17.3,1,O,, ,, ,325.42242472222216,-44.35515916666666
1097,3809,325.94999999999993,-44.133333333333326,"F288",-121,46,"IR?","III",73, ,14.6, ,15.3, ,15.9, ,"DO",285,210,356.08,-49.52,, ,1,4,16.0,1,C,1,O,, ,326.7398461111111,-43.90153916666666
1150,3862,334.22499999999997,-46.199999999999996,"F289",-69,-64,"RI ","II",35, ,15.8, ,18.0, ,18.2, ," ",233,100,350.57,-54.71,, ,0,6,17.3,1,O,, ,, ,334.9896958333333,-45.948431111111105
1143,3855,333.87499999999994,-43.26666666666666,"F289",-87,93,"I  ","II-III",35, ,16.6, ,18.3, ,19.3, ," ",251,257,355.59,-55.31,, ,0,6,17.4,1,O,, ,, ,334.62908416666664,-43.01584555555555
1162,3874,335.22499999999997,-43.01666666666666,"F344",142,-164,"R  ","II-III",69,),17.7, ,17.9, ,18.5, ,"D",22,0,355.57,-56.33,, ,1,6,17.3,1,C,, ,, ,335.9725830555555,-42.76307166666666
1136,3848,333.07499999999993,-43.51666666666666,"F289",-117,78,"IR ","II",49, ,16.6, ,17.8, ,18.8, ," ",281,242,355.42,-54.68,, ,0,6,17.3,1,O,, ,, ,333.8333747222222,-43.267554444444436
1144,3856,333.94999999999993,-39.14999999999999,"F344",98,45,"R  ","II-III",125, ,16.7,?,17.4, ,17.9, ,"B",66,209,2.74,-56.19,, ,2,5,17.2,1,O,1,C,, ,334.6885244444444,-38.89904083333333
1117,3829,329.92499999999995,-41.883333333333326,"F344",-65,-101,"I  ","III?",88, ,17.9, ,18.2, ,19.3, ," ",229,63,358.91,-52.74,, ,2,6,17.4,1,C,, ,, ,330.68889138888886,-41.64143138888888
1128,3840,331.9,-40.11666666666666,"F344",13,-5,"IR ","I-II",43, ,15.5, ,16.8, ,18.0, ," ",151,159,1.47,-54.48,, ,0,6,17.3,1,O,, ,, ,332.6494016666666,-39.87017194444444
1141,3853,333.4,-39.51666666666666,"F344",75,26,"IR ","III",43, ,16.5,*,18.0, ,18.6, ," ",89,190,2.21,-55.71,, ,0,6,17.3,1,O,, ,, ,334.1417811111111,-39.26687388888888
1130,3842,332.12499999999994,-38.98333333333333,"F344",23,56,"IR ","II-III:",62,:,17.2, ,17.8, ,18.2, ," ",141,220,3.37,-54.81,, ,1,6,17.3,1,C,1,O,, ,332.86933277777774,-38.73633861111111
1123,3835,330.72499999999997,-39.3,"F344",-34,38,"R  ","III",74, ,17.5, ,17.9, ,18.6, ," ",198,202,3.05,-53.69,, ,1,6,17.3,1,C,, ,, ,331.4753936111111,-39.056213611111104
1062,3774,321.97499999999997,-45.283333333333324,"F287",-3,-13,"I: ","II",47,:,15.5, ,16.1, ,17.2, ," ",167,151,354.93,-46.57,, ,0,5,17.2,1,O,, ,, ,322.7867383333333,-45.06276222222222
1045,3757,318.82499999999993,-45.449999999999996,"F287",-121,-25,"RI ","I-II",63, ,15.4, ,16.6, ,17.8, ,"DQ",285,139,355.0,-44.35,, ,1,5,17.2,1,O,, ,, ,319.64975027777774,-45.239082499999995
1042,3754,318.025,-45.68333333333333,"F286",111,-39,"I: ","II-III",35, ,16.1, ,16.8, ,18.0, ," ",53,125,354.73,-43.78,, ,0,6,17.3,1,O,, ,, ,318.85424277777776,-45.47496777777777
1079,3791,323.67499999999995,-43.08333333333333,"F287",64,103,"I  ","II-III",44, ,15.0,*,18.0, ,18.7, ," ",100,267,357.97,-48.02,, ,0,6,17.3,1,O,, ,, ,324.46794138888885,-42.85784472222222
1063,3775,322.09999999999997,-43.533333333333324,"F287",2,80,"RI ","II",76, ,13.5,*,16.1, ,17.5, ," ",162,244,357.46,-46.84,, ,1,5,17.2,1,O,, ,, ,322.9011619444444,-43.31240888888888
1071,3783,322.69999999999993,-42.86666666666666,"F287",26,115,"R  ","II?",118,:,17.1,:,18.0, ,18.5,:,"B",138,279,358.38,-47.33,0.1955, ,2,6,17.3,1,O,1,C,, ,323.49532083333327,-42.643988055555546
1078,3790,323.67499999999995,-42.01666666666666,"F287",65,160,"I: ","III",38,:,16.6,?,18.3, ,18.9, ," ",99,324,359.56,-48.11,, ,0,6,17.3,1,O,, ,, ,324.4623655555555,-41.79118694444444
1060,3772,321.59999999999997,-42.96666666666666,"F287",-17,111,"I  ","II-III",69, ,16.6, ,16.7, ,17.0, ," ",181,275,358.32,-46.52,, ,1,5,17.2,1,O,, ,, ,322.39980249999996,-42.747232222222216
1055,3767,320.99999999999994,-42.883333333333326,"F287",-41,115,"I  ","II-III",44,:,16.7, ,16.8, ,17.4, ," ",205,279,358.48,-46.08,, ,0,5,17.2,1,O,, ,, ,321.8014588888888,-42.665703888888885
1043,3755,318.04999999999995,-43.58333333333333,"F286",117,74,"IR ","II-III",34, ,15.3, ,16.4, ,16.9, ," ",47,238,357.64,-43.9,, ,0,5,17.1,1,O,, ,, ,318.86584972222215,-43.37490999999999
1039,3751,317.74999999999994,-43.08333333333333,"F286",106,101,"IR ","II-III",31, ,15.1, ,16.1, ,17.0, ,"D",58,265,358.34,-43.7,, ,0,5,17.2,1,O,, ,, ,318.563835,-42.87588333333333
1035,3747,316.34999999999997,-43.699999999999996,"F286",50,70,"IR ","I-II",44,:,12.7, ,13.4, ,15.0, ," ",114,234,357.52,-42.67,0.0306, ,0,3,15.2,1,O,, ,, ,317.1723827777777,-43.497136111111104
1044,3756,318.12499999999994,-42.81666666666666,"F286",122,117,"IR ","II-III",39, ,14.8, ,15.1, ,16.2, ,"BQ",42,281,358.7,-43.98,, ,0,4,16.4,2,O,1,C,1,A,318.93597027777776,-42.60800999999999
1023,3735,314.92499999999995,-42.58333333333333,"F286",-4,130,"RI:","III",89,:,17.0,:,17.3, ,18.3,:," ",168,294,359.02,-41.63,, ,2,6,17.3,1,O,1,C,1,A,315.74500722222217,-42.385281111111105
1027,3739,315.24999999999994,-41.58333333333333,"F342",-133,-84,"R  ","III",90, ,17.5,:,17.7, ,18.7, ,"B",297,80,0.37,-41.85,, ,2,6,17.3,1,C,, ,, ,316.0628344444444,-41.38418666666666
1075,3787,323.19999999999993,-37.46666666666666,"F403",-36,-131,"R: ","III",100, ,19.0, ,19.2, ,19.6, ," ",200,33,6.37,-47.88,, ,2,6,17.4,1,C,, ,, ,323.9669099999999,-37.2425825
1103,3815,326.67499999999995,-33.68333333333333,"F403",118,71,"I  ","II-III:",65, ,18.1, ,18.5, ,19.1, ," ",46,235,12.33,-50.56,, ,1,6,17.4,1,C,, ,, ,327.41623749999997,-33.44967805555555
1111,3823,327.67499999999995,-33.43333333333333,"F403",162,83,"I  ","II-III",50, ,17.0, ,17.6, ,18.5, ," ",2,247,12.8,-51.38,, ,1,6,17.3,1,C,, ,, ,328.4125919444444,-33.19707472222222
1100,3812,326.275,-32.949999999999996,"F403",100,111,"RI ","III",30, ,15.6,:,15.8, ,16.4, ," ",64,275,13.44,-50.18,, ,0,5,16.6,1,C,, ,, ,327.0145230555555,-32.71741083333333
1076,3788,323.525,-33.05,"F403",-25,108,"I  ","III:",64, ,17.2, ,17.4, ,17.8, ," ",189,272,12.97,-47.89,, ,1,5,17.2,2,C,, ,, ,324.27202472222217,-32.82501388888888
1083,3795,324.025,-32.3,"F465",87,-120,"I  ","II?",51, ,16.1,:,16.2,:,16.8,:," ",77,44,14.15,-48.23,, ,1,5,16.9,2,C,, ,, ,324.7677633333333,-32.07359722222222
1101,3813,326.42499999999995,-31.983333333333327,"F466",-62,-106,"R  ","I",32, ,14.6,:,15.7,:,16.8,?," ",226,58,14.96,-50.22,, ,0,5,16.7,2,C,, ,, ,327.1605286111111,-31.750350277777773
1187,3899,339.34999999999997,-38.849999999999994,"F345",55,63,"R: ","II-III",37,:,15.4, ,16.6, ,17.8, ,"B",109,227,1.83,-60.37,, ,0,5,17.2,1,O,, ,, ,340.06813249999993,-38.58881472222222
1175,3887,337.47499999999997,-39.3,"F345",-24,40,"IR ","II-III",36, ,17.4, ,18.0, ,18.5, ,"B",188,204,1.57,-58.85,, ,0,6,17.3,1,O,, ,, ,338.2012983333333,-39.04210666666666
1176,3888,337.87499999999994,-37.98333333333333,"F345",-7,110,"R  ","I-II",107,:,16.7, ,16.8, ,17.6, ,"BD",171,274,3.97,-59.4,0.168, ,2,5,17.2,1,O,1,C,, ,338.59596138888884,-37.72471888888889
1170,3882,336.69999999999993,-36.78333333333333,"F405",28,-93,"I  ","II-III?",30, ,18.1, ,18.4,:,19.2, ," ",136,71,6.55,-58.66,, ,0,6,17.4,1,C,, ,, ,337.42148111111106,-36.526891666666664
1184,3896,339.025,-38.08333333333333,"F406",-129,-166,"RI ","II-III",78,),16.2,:,17.4,:,17.9,:,"D",293,-2,3.45,-60.28,, ,1,5,17.2,1,C,, ,, ,339.7421891666666,-37.82270166666666
1189,3901,339.65,-38.05,"F406",-101,-161,"RI:","II-III",74,:,18.1, ,18.6, ,19.3, ,"B",265,3,3.32,-60.77,, ,1,6,17.4,3,C,, ,, ,340.36487999999997,-37.78831638888888
1183,3895,338.99999999999994,-36.949999999999996,"F405",125,-101,"I  ","II-III",47,:,14.5, ,14.9, ,15.5, ,"B",39,63,5.71,-60.46,, ,0,4,15.7,1,C,1,O,, ,339.7142066666666,-36.689415
1200,3912,340.9,-36.349999999999994,"F406",-52,-69,"IR:","II:",41, ,14.2, ,14.5, ,15.6, ,"B",216,95,6.42,-62.06,, ,0,4,15.8,2,C,, ,, ,341.606255,-36.08631
1145,3857,334.07499999999993,-38.33333333333333,"F344",106,89,"RI ","II-III",43, ,17.6, ,18.2, ,19.2, ," ",58,253,4.18,-56.4,, ,0,6,17.4,1,C,, ,, ,334.81028027777774,-38.082115833333326
1149,3861,334.22499999999997,-37.39999999999999,"F344",112,138,"I  ","III",76, ,16.3, ,16.7, ,17.8, ," ",52,302,5.83,-56.63,, ,1,5,17.2,1,C,, ,, ,334.95665499999996,-37.14847333333333
1147,3859,334.17499999999995,-37.26666666666666,"F344",111,146,"I  ","II-III",62, ,16.5, ,17.3, ,18.9, ," ",53,310,6.08,-56.6,, ,1,6,17.3,1,O,, ,, ,334.90638361111104,-37.01524499999999
1142,3854,333.69999999999993,-35.96666666666666,"F405",-102,-52,"R  ","II",130, ,15.6,?,16.3,?,17.2, ,"B",266,112,8.48,-56.33,0.1214, ,3,5,17.2,1,C,, ,, ,334.4286897222222,-35.716249999999995
1132,3844,332.65,-34.99999999999999,"F404",114,1,"I  ","II-III",52, ,15.6, ,16.0, ,16.8, ," ",50,165,10.28,-55.52,, ,1,5,17.0,1,O,, ,, ,333.3787886111111,-34.75185805555555
1154,3866,334.4,-35.416666666666664,"F405",-72,-22,"RI ","II-III",46, ,16.0,?,16.7,:,17.7, ," ",236,142,9.42,-56.93,, ,0,5,17.2,1,C,, ,, ,335.12475388888885,-35.164785277777774
1146,3858,334.15,-34.96666666666666,"F405",-85,2,"I  ","III",57, ,17.3, ,17.6, ,18.0, ,"B",249,166,10.26,-56.75,, ,1,6,17.3,1,C,, ,, ,334.8741280555555,-34.71530694444444
1169,3881,336.34999999999997,-33.8,"F405",11,66,"I  ","III",34, ,17.5,:,17.8, ,18.7, ," ",153,230,12.31,-58.61,, ,0,6,17.3,1,C,, ,, ,337.0640747222222,-33.54423638888888
1166,3878,335.99999999999994,-32.199999999999996,"F405",-5,152,"IR ","III",44, ,15.6,?,16.0,:,17.4, ," ",169,316,15.37,-58.33,, ,0,5,17.2,1,C,, ,, ,336.7106983333333,-31.944918611111106
1168,3880,336.24999999999994,-30.83333333333333,"F467",124,-45,"R  ","II",31, ,14.2,:,14.6, ,15.6,:,"BO",40,119,18.0,-58.5,, ,0,4,15.7,1,O,1,C,, ,336.9563855555555,-30.577772777777774
1224,3936,342.79999999999995,-35.18333333333333,"F406",32,-8,"I  ","III",95,:,17.3, ,17.5, ,18.0, ,"B",132,156,8.4,-63.77,, ,2,5,17.2,2,C,, ,, ,343.49733749999996,-34.91682833333333
1221,3933,342.65,-34.76666666666666,"F406",25,15,"IR:","III",64, ,17.5,:,18.0,:,19.0, ," ",139,179,9.37,-63.71,, ,1,6,17.4,2,C,, ,, ,343.3469486111111,-34.50037472222222
1216,3928,342.37499999999994,-33.849999999999994,"F406",13,64,"I  ","III:",63,:,16.9, ,17.5, ,18.1, ," ",151,228,11.49,-63.6,, ,1,6,17.3,2,C,, ,, ,343.0708997222222,-33.584103611111104
1222,3934,342.69999999999993,-33.98333333333333,"F406",27,56,"R  ","II?",113, ,17.8, ,18.5, ,19.3, ," ",137,220,11.12,-63.85,0.224, ,2,6,17.4,2,C,, ,, ,343.39516611111105,-33.7169725
1214,3926,342.24999999999994,-33.65,"F406",7,73,"R  ","III",171, ,17.6, ,18.0, ,18.8, ,"B",157,237,11.96,-63.51,, ,3,6,17.3,2,C,, ,, ,342.9458677777777,-33.384285
1217,3929,342.4,-32.53333333333333,"F468",141,-133,"I  ","III?",65, ,18.2, ,18.5, ,19.1, ," ",23,31,14.44,-63.73,, ,1,6,17.4,1,C,, ,, ,343.0931241666666,-32.26740444444444
1205,3917,341.37499999999994,-31.999999999999996,"F468",98,-104,"I  ","III",56, ,18.3,:,18.6, ,19.3,:," ",66,60,15.71,-62.88,, ,1,6,17.4,3,C,, ,, ,342.07000083333327,-31.73559055555555
1218,3930,342.44999999999993,-31.43333333333333,"F468",145,-74,"I  ","II:",76, ,17.3,:,18.1, ,18.9, ," ",19,90,16.92,-63.81,, ,1,6,17.3,1,C,, ,, ,343.1407880555555,-31.16733555555555
1246,3958,344.9,-29.46666666666666,"F469",-8,31,"RI ","I-II",37, ,17.3, ,17.8, ,19.1, ," ",172,195,21.58,-65.92,, ,0,6,17.4,1,O,, ,, ,345.58056916666663,-29.19739944444444
1191,3903,340.42499999999995,-30.316666666666663,"F468",54,-12,"I: ","III",95, ,18.2, ,18.4, ,19.0, ," ",110,152,19.35,-62.07,, ,2,6,17.3,1,C,, ,, ,341.1190530555555,-30.05374416666666
1180,3892,338.775,-30.96666666666666,"F468",-22,-49,"RI ","II-III",50, ,16.6,:,17.0, ,17.9, ," ",186,115,17.9,-60.67,, ,1,5,17.2,1,C,, ,, ,339.4749486111111,-30.70648805555555
1177,3889,337.99999999999994,-30.816666666666663,"F468",-59,-42,"R  ","II",95, ,17.8, ,18.6, ,19.4, ," ",223,122,18.16,-60.0,, ,2,6,17.4,1,C,, ,, ,338.70167999999995,-30.557852499999996
1173,3885,337.09999999999997,-30.449999999999996,"F468",-99,-24,"R  ","II-III:",33, ,17.9, ,18.2, ,19.1, ," ",263,140,18.81,-59.21,, ,0,6,17.4,1,C,, ,, ,337.8031655555555,-30.192830555555553
1231,3943,343.37499999999994,-28.666666666666664,"F469",-81,74,"RI ","I-II",60, ,18.0, ,18.4, ,19.3, ," ",245,238,23.32,-64.54,, ,1,6,17.4,1,O,, ,, ,344.0581586111111,-28.39938222222222
1206,3918,341.49999999999994,-28.83333333333333,"F469",-168,63,"IR ","I-II",39, ,16.0, ,17.8, ,18.6, ," ",332,227,22.67,-62.92,, ,0,6,17.3,1,O,, ,, ,342.1882166666666,-28.568742777777775
1236,3948,343.97499999999997,-26.949999999999996,"F535",-123,-105,"RI ","I-II",42,:,17.7, ,18.7, ,19.3, ,"R",287,59,27.45,-64.9,, ,0,6,17.4,3,O,, ,, ,344.6537619444444,-26.681917499999997
1161,3873,335.07499999999993,-29.566666666666663,"F467",70,23,"RI ","I-II",56, ,16.8, ,17.8, ,18.9, ," ",94,187,20.23,-57.39,, ,1,6,17.3,1,O,, ,, ,335.78107027777776,-29.313429166666662
1121,3833,330.65,-30.73333333333333,"F466",129,-36,"RI ","II-III",40, ,16.0,:,16.3,:,17.6, ," ",35,128,17.54,-53.69,, ,0,5,17.2,1,C,, ,, ,331.37057138888883,-30.48976666666666
1120,3832,330.59999999999997,-30.699999999999996,"F467",-138,-37,"I: ","I-II",48, ,16.0, ,16.8, ,18.0, ,"B",302,127,17.59,-53.65,, ,0,6,17.3,1,O,, ,, ,331.32059111111107,-30.456551111111107
1102,3814,326.54999999999995,-30.93333333333333,"F466",-57,-49,"R  ","II",112, ,15.6,:,16.6, ,17.4, ," ",221,115,16.61,-50.21,, ,2,5,17.2,1,C,, ,, ,327.2813977777777,-30.700024722222217
1126,3838,331.79999999999995,-28.33333333333333,"F467",-83,91,"IR ","II-III",71, ,17.1, ,17.6, ,19.1, ," ",247,255,21.8,-54.4,, ,1,6,17.4,1,O,, ,, ,332.5104891666666,-28.087121111111106
1134,3846,332.87499999999994,-27.316666666666663,"F533",-126,-124,"I  ","III:",69, ,18.0, ,18.3, ,19.0, ," ",290,40,23.8,-55.18,, ,1,6,17.3,1,C,, ,, ,333.5801613888888,-27.068064444444442
1125,3837,331.59999999999997,-27.566666666666663,"F467",-93,131,"R  ","I-II",60, ,15.6, ,16.0, ,17.5, ," ",257,295,23.05,-54.1,, ,1,5,17.2,1,O,, ,, ,332.30871249999996,-27.320912777777774
1181,3893,338.82499999999993,-24.166666666666664,"F534",-110,46,"RI ","I",39, ,15.9, ,16.7, ,18.6, ," ",274,210,31.52,-59.82,, ,0,6,17.3,1,O,, ,, ,339.50987999999995,-23.906422499999998
1188,3900,339.37499999999994,-24.099999999999998,"F534",-82,49,"I  ","II-III",35, ,17.0, ,18.0, ,19.1, ," ",246,213,31.89,-60.29,, ,0,6,17.4,1,O,, ,, ,340.05862888888885,-23.83881833333333
1182,3894,338.9,-22.33333333333333,"F603",-121,-123,"I  ","II-III",47, ,18.0, ,18.1, ,19.0, ," ",285,41,35.06,-59.41,, ,0,6,17.3,1,O,, ,, ,339.58099722222215,-22.07296555555555
922,3634,283.72499999999997,-54.99999999999999,"F183",97,-1,"RI ","I-II",38, ,18.1, ,18.3, ,19.6, ," ",67,163,341.52,-22.96,, ,0,5,17.2,1,O,, ,, ,284.7507327777777,-54.93151722222221
939,3651,297.04999999999995,-55.21666666666666,"F185",-1,-10,"RI:","II",75,:,13.9, ,15.1, ,15.4, ,"BDQ",165,154,342.8,-30.49,0.0588, ,1,3,15.4,1,O,1,A,, ,298.04535361111107,-55.08788055555555
931,3643,294.57499999999993,-53.39999999999999,"F185",-80,85,"R: ","II-III",32, ,17.8, ,18.6, ,19.5, ," ",244,249,344.69,-28.85,, ,0,6,17.3,1,O,, ,, ,295.5546622222222,-53.28203166666666
941,3653,297.19999999999993,-52.14999999999999,"F185",4,153,"IR ","I-II",42, ,14.6, ,15.6, ,16.8, ,"Q",160,317,346.35,-30.26,0.0475, ,0,5,16.9,1,O,, ,, ,298.15734999999995,-52.02065027777777
927,3639,291.04999999999995,-51.04999999999999,"F232",-49,-55,"R  ","I",80, ,17.4,?,18.4, ,19.2, ," ",213,109,346.88,-26.31,, ,2,6,17.3,1,C,, ,, ,292.010615,-50.94780805555555
926,3638,290.49999999999994,-43.05,"F283",-140,102,"R  ","I-II",84, ,16.2, ,16.8, ,17.0, ," ",304,266,355.36,-24.03,, ,2,5,17.0,1,O,, ,, ,291.3832641666666,-42.95047583333333
951,3663,300.87499999999994,-52.699999999999996,"F185",124,121,"R  ","III",84, ,18.8, ,19.0, ,19.3, ,"D",40,285,345.94,-32.54,, ,2,6,17.3,1,A,, ,, ,301.82709638888883,-52.555119722222216
948,3660,300.49999999999994,-52.41666666666666,"F185",112,137,"R  ","II-III",32,:,18.8, ,19.1, ,19.4, ," ",52,301,346.26,-32.29,, ,0,6,17.3,1,O,1,A,, ,301.45015916666665,-52.27334999999999
961,3673,304.32499999999993,-46.91666666666666,"F284",118,-104,"I  ","III",40, ,18.8, ,19.1, ,19.6, ," ",46,60,353.05,-34.33,, ,0,6,17.3,1,C,, ,, ,305.20965499999994,-46.7578736111111
1007,3719,313.17499999999995,-42.849999999999994,"F286",-74,115,"RI ","II-III",60, ,17.5, ,18.6, ,19.1, ,"DQ",238,279,358.62,-40.35,, ,1,6,17.4,1,O,, ,, ,314.0022061111111,-42.65800555555555
960,3672,304.17499999999995,-41.71666666666666,"F340",-55,-90,"I  ","III",38, ,16.8, ,17.8, ,18.6, ," ",219,74,359.27,-33.62,, ,0,5,17.2,1,O,, ,, ,305.01952138888885,-41.55855527777777
964,3676,305.49999999999994,-40.51666666666666,"F340",-1,-25,"I  ","II-III",33,:,16.1, ,16.8, ,18.1, ," ",165,139,0.88,-34.43,0.0404,),0,5,17.2,1,O,, ,, ,306.3329094444444,-40.35332055555555
976,3688,307.37499999999994,-40.166666666666664,"F340",75,-6,"I  ","II-III",63, ,16.8, ,18.0, ,18.1, ," ",89,158,1.55,-35.8,, ,1,5,17.2,1,O,, ,, ,308.2009280555555,-39.996042499999994
994,3706,309.74999999999994,-38.51666666666666,"F341",-97,80,"R: ","II",41, ,15.4, ,15.4, ,16.1, ," ",261,244,3.89,-37.4,0.02,),0,4,16.2,1,O,, ,, ,310.5595872222222,-38.33710055555555
979,3691,307.72499999999997,-38.199999999999996,"F340",92,98,"RI ","I-II",115, ,15.4, ,16.2, ,16.5, ," ",72,262,3.99,-35.78,, ,2,5,16.6,1,O,, ,, ,308.5375727777777,-38.02806111111111
987,3699,308.37499999999994,-37.56666666666666,"F340",121,132,"I  ","II",30, ,15.9, ,17.0, ,18.2, ," ",43,296,4.87,-36.19,, ,0,5,17.2,2,O,, ,, ,309.1821869444444,-37.392264444444436
990,3702,308.82499999999993,-36.68333333333333,"F401",-138,-92,"R  ","III",54, ,18.6, ,18.8, ,19.4, ,"Q",302,72,6.02,-36.4,, ,1,6,17.3,1,C,, ,, ,309.6259138888889,-36.50724388888889
936,3648,295.09999999999997,-45.599999999999994,"F283",39,-31,"I  ","III",67, ,16.3, ,17.5, ,18.9, ," ",125,133,353.49,-27.84,, ,1,5,17.2,1,O,, ,, ,295.99676027777775,-45.47990833333333
956,3668,302.15,-41.633333333333326,"F339",125,-86,"R  ","I-II",96, ,16.9, ,17.2, ,17.6, ,"B",39,78,359.08,-32.11,, ,2,5,17.1,1,C,1,O,, ,302.99877638888887,-41.48341222222221
949,3661,300.72499999999997,-42.08333333333333,"F339",67,-109,"IR:","II-III:",74, ,18.5, ,18.8, ,19.2, ," ",97,55,358.34,-31.15,, ,1,6,17.3,2,C,, ,, ,301.58039888888885,-41.93928027777777
929,3641,292.65,-43.01666666666666,"F283",-56,107,"I  ","I-II",46,:,16.1,:,18.2,:,19.1,:," ",220,271,355.85,-25.54,, ,0,5,17.2,1,O,, ,, ,293.5292961111111,-42.907464444444436
934,3646,295.04999999999995,-40.64999999999999,"F339",-159,-37,"I  ","I-II",83, ,17.7, ,19.0, ,19.6, ," ",323,127,358.9,-26.68,, ,2,6,17.3,1,C,, ,, ,295.9061283333333,-40.53021777777777
944,3656,299.29999999999995,-38.666666666666664,"F339",10,73,"I  ","I-II",35, ,12.5, ,13.0,:,13.5, ,"O",154,237,1.96,-29.39,0.0185, ,0,1,13.6,1,C,, ,, ,300.1337841666666,-38.52863138888888
959,3671,302.9,-39.633333333333326,"F340",-109,21,"RI ","I-II",55, ,16.4, ,16.7, ,17.5, ," ",273,185,1.52,-32.32,, ,1,5,17.1,1,O,, ,, ,303.7329494444444,-39.48038611111111
957,3669,302.34999999999997,-38.31666666666666,"F339",140,90,"I  ","II",42, ,17.6, ,17.8, ,19.2, ," ",24,254,2.95,-31.65,, ,0,6,17.3,1,C,, ,, ,303.17528361111107,-38.165976388888886
970,3682,306.49999999999994,-37.133333333333326,"F400",20,-112,"RI ","II",66, ,15.5, ,16.0, ,16.2, ," ",144,52,5.08,-34.65,, ,1,4,16.3,1,O,, ,, ,307.30883527777775,-36.96612444444444
983,3695,307.9,-35.99999999999999,"F400",80,-51,"RI ","I",123, ,14.6, ,15.9, ,16.1, ,"Q",84,113,6.69,-35.55,, ,2,4,16.2,1,O,, ,, ,308.6990086111111,-35.82742
978,3690,307.67499999999995,-35.43333333333333,"F400",71,-21,"I  ","II-III",42, ,15.7, ,16.7, ,17.1, ," ",93,143,7.33,-35.27,, ,0,5,17.1,1,O,, ,, ,308.4712219444444,-35.26161833333333
969,3681,306.32499999999993,-33.58333333333333,"F400",11,77,"RI ","I-II",58, ,16.0, ,16.1, ,17.4, ," ",153,241,9.26,-33.8,, ,1,5,17.1,1,O,, ,, ,307.11347749999993,-33.416846666666665
965,3677,305.79999999999995,-33.51666666666666,"F400",-12,81,"RI ","I",60,?,14.5, ,16.0, ,16.8, ," ",176,245,9.22,-33.36,0.033,),1,5,16.9,1,O,, ,, ,306.5891108333333,-33.35223111111111
942,3654,298.99999999999994,-35.05,"F399",-46,-2,"R  ","II-III",110, ,17.4, ,17.7, ,18.1, ," ",210,162,5.9,-28.28,, ,2,5,17.2,1,O,, ,, ,299.81048749999997,-34.913283611111105
920,3632,278.99999999999994,-46.36666666666666,"F281",-41,-72,"R: ","II:",49, ,16.9, ,17.6, ,18.8, ," ",205,92,349.21,-17.36,, ,0,5,17.0,1,C,, ,, ,279.9286125,-46.32088361111111
924,3636,284.325,-45.16666666666666,"F282",-104,-9,"I  ","I-II",185, ,17.1,:,18.0,:,18.7, ," ",268,155,351.76,-20.43,, ,3,5,17.1,1,C,, ,, ,285.2362286111111,-45.09562972222221
921,3633,282.45,-44.93333333333333,"F281",86,3,"I  ","II:",64, ,16.9,:,17.8,:,18.4,:," ",78,167,351.53,-19.1,, ,1,5,17.1,1,C,, ,, ,283.3612483333333,-44.87114444444444
